Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한
187,환경부(한국자동차환경협회),롯데마트 신갈점,2,DC콤보,경기도,용인시,"경기도 용인시 기흥구 중부대로 375, 지하2층 10",제한없음
188,환경부(한국자동차환경협회),롯데마트 신갈점,52,DC콤보,경기도,용인시,"경기도 용인시 기흥구 중부대로 375, 지하2층 10",제한없음
189,환경부(한국자동차환경협회),롯데마트 신영통점,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 삼성1로 333 (반월동),제한없음
190,환경부(한국자동차환경협회),롯데마트 신영통점,2,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 삼성1로 333 (반월동),제한없음
191,환경부(한국자동차환경협회),롯데마트 안산점,1,DC차데모+AC3상+DC콤보,경기도,안산시,경기도 안산시 상록구 성도동 590 지상2층 287기둥옆,제한없음
192,환경부(한국자동차환경협회),롯데마트 안성점,1,DC차데모+AC3상+DC콤보,경기도,안성시,"경기도 안성시 공도읍 서동대로 4478, 정문 부근 옥외주차장",제한없음
193,환경부(한국자동차환경협회),롯데마트 안성점,2,DC콤보,경기도,안성시,"경기도 안성시 공도읍 서동대로 4478, 정문 부근 옥외주차장",제한없음
194,환경부(한국자동차환경협회),롯데마트 안성점,52,DC콤보,경기도,안성시,"경기도 안성시 공도읍 서동대로 4478, 정문 부근 옥외주차장",제한없음
195,환경부(한국자동차환경협회),롯데마트 안성점 야외주차장,41,DC콤보,경기도,안성시,경기도 안성시 공도읍 서동대로 4478？,제한없음
196,환경부(한국자동차환경협회),롯데마트 안성점 야외주차장,42,DC콤보,경기도,안성시,경기도 안성시 공도읍 서동대로 4478？,제한없음
197,환경부(한국자동차환경협회),롯데마트 안성점 야외주차장,43,DC콤보,경기도,안성시,경기도 안성시 공도읍 서동대로 4478？,제한없음
198,환경부(한국자동차환경협회),롯데마트 안성점 야외주차장,44,DC콤보,경기도,안성시,경기도 안성시 공도읍 서동대로 4478？,제한없음
199,환경부(한국자동차환경협회),롯데마트 양주점,2,DC차데모+AC3상+DC콤보,경기도,양주시,경기도 양주시 평화로 1547 (회정동),제한없음
200,환경부(한국자동차환경협회),롯데마트 영통점,1,DC차데모+AC3상+DC콤보,경기도,수원시,"경기도 수원시 영통구 봉영로 1579, 지하주차장 5층 503구역(영통동 960-1)",제한없음
201,환경부(한국자동차환경협회),롯데마트 영통점,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 영통동 960-1,제한없음
202,환경부(한국자동차환경협회),롯데마트 오산점,1,DC차데모+AC3상+DC콤보,경기도,오산시,경기도 오산시 경기대로 271-0 (오산동)5층 37구역,제한없음
203,환경부(한국자동차환경협회),롯데마트 의왕점,1,DC차데모+AC3상+DC콤보,경기도,의왕시,경기도 의왕시 계원대학로 7-0 (내손동),제한없음
204,환경부(한국자동차환경협회),롯데마트 의정부점,1,DC차데모+AC3상+DC콤보,경기도,의정부시,경기도 의정부시 산단로76번길 116-0 (용현동),제한없음
205,환경부(한국자동차환경협회),롯데마트 장암점,12,DC차데모+AC3상+DC콤보,경기도,의정부시,경기도 의정부시 장곡로 224 (장암동),제한없음
206,환경부(한국자동차환경협회),롯데마트 주엽점,1,DC차데모+AC3상,경기도,고양시,"경기도 고양시 일산서구 중앙로 1496, 지하주차장 2층 210구역(주엽동 15)",제한없음
207,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,41,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음
208,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,42,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음
209,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,43,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음
210,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,44,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음
211,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,45,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음
212,환경부(한국자동차환경협회),롯데마트 천천점,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 장안구 만석로19번길 25-10 (천천동),제한없음
213,환경부(한국자동차환경협회),롯데마트 천천점,2,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 장안구 만석로19번길 25-10 (천천동),제한없음
214,환경부(한국자동차환경협회),롯데마트 판교점,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 삼평동 741 지하 2층 E01번,제한없음
215,환경부(한국자동차환경협회),롯데마트 평택점,1,DC차데모+AC3상+DC콤보,경기도,평택시,"경기도 평택시 평택5로 30, 6층 주차장",제한없음
216,환경부(한국자동차환경협회),롯데마트 평택점,2,DC콤보,경기도,평택시,"경기도 평택시 평택5로 30, 6층 주차장",제한없음
217,환경부(한국자동차환경협회),롯데마트 평택점,52,DC콤보,경기도,평택시,"경기도 평택시 평택5로 30, 6층 주차장",제한없음
218,환경부(한국자동차환경협회),롯데마트 피트인산본점,1,DC차데모+AC3상+DC콤보,경기도,군포시,경기도 군포시 번영로 485 (산본동),제한없음
219,환경부(한국자동차환경협회),롯데마트 화정점,1,DC차데모+AC3상+DC콤보,경기도,고양시,경기도 고양시 덕양구 화정동 982 2층주차장 입구 정면,제한없음
220,환경부(한국자동차환경협회),롯데아울렛 이천점1,1,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음
221,환경부(한국자동차환경협회),롯데아울렛 이천점1,2,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음
222,환경부(한국자동차환경협회),롯데아울렛 이천점1,3,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음
223,환경부(한국자동차환경협회),롯데아울렛 이천점1,4,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음
224,환경부(한국자동차환경협회),롯데아울렛 이천점1,5,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음
225,환경부(한국자동차환경협회),롯데아울렛 이천점1,6,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음
226,환경부(한국자동차환경협회),롯데아울렛 이천점1,7,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음
227,환경부(한국자동차환경협회),롯데아울렛 이천점1,8,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음
228,환경부(한국자동차환경협회),롯데프리미엄아울렛파주점,1,DC차데모+AC3상+DC콤보,경기도,파주시,경기도 파주시 회동길 390롯데 파주 프리미엄 아울렛,제한없음
229,환경부(한국자동차환경협회),롯데프리미엄아울렛파주점,2,DC차데모+AC3상+DC콤보,경기도,파주시,경기도 파주시 회동길 390롯데 파주 프리미엄 아울렛,제한없음
230,환경부(한국자동차환경협회),마장복합휴게소,1,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 중부고속도로82,제한없음
231,환경부(한국자동차환경협회),마장호수관리사무소,11,DC콤보,경기도,파주시,경기도 파주시 광탄면 기산리 459-7,제한없음
232,환경부(한국자동차환경협회),마장호수관리사무소,12,DC콤보,경기도,파주시,경기도 파주시 광탄면 기산리 459-7,제한없음
233,환경부(한국자동차환경협회),만안구청,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 만안구 안양동 530 구청 건물입구 앞,제한없음
234,환경부(한국자동차환경협회),맑은물상상누리,21,DC콤보,경기도,시흥시,경기도 시흥시 공단2대로 14,제한없음
235,환경부(한국자동차환경협회),맑은물상상누리,22,DC콤보,경기도,시흥시,경기도 시흥시 공단2대로 14,제한없음
236,환경부(한국자동차환경협회),매송휴게소(목포방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
237,환경부(한국자동차환경협회),매송휴게소(목포방향),21,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
238,환경부(한국자동차환경협회),매송휴게소(목포방향),22,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
239,환경부(한국자동차환경협회),매송휴게소(목포방향),23,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
240,환경부(한국자동차환경협회),매송휴게소(목포방향),24,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
241,환경부(한국자동차환경협회),매송휴게소(목포방향),25,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
242,환경부(한국자동차환경협회),매송휴게소(목포방향),26,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
243,환경부(한국자동차환경협회),매송휴게소(목포방향),27,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
244,환경부(한국자동차환경협회),매송휴게소(목포방향),28,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음
245,환경부(한국자동차환경협회),매송휴게소(서울방향),21,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음
246,환경부(한국자동차환경협회),매송휴게소(서울방향),22,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음
247,환경부(한국자동차환경협회),매송휴게소(서울방향),23,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음
248,환경부(한국자동차환경협회),매송휴게소(서울방향),24,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음
249,환경부(한국자동차환경협회),매송휴게소(서울방향),25,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음
250,환경부(한국자동차환경협회),매송휴게소(서울방향),26,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음
251,환경부(한국자동차환경협회),매송휴게소(서울방향),27,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음
252,환경부(한국자동차환경협회),매송휴게소(서울방향),28,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음
253,환경부(한국자동차환경협회),매송휴게소(시흥방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316-1,제한없음
254,환경부(한국자동차환경협회),목감 제4공영주차장,1,DC콤보,경기도,시흥시,경기도 시흥시 조남동 656,제한없음
255,환경부(한국자동차환경협회),문산체육공원,1,DC콤보,경기도,파주시,경기도 파주시 문산읍 율곡로 402,제한없음
